,title,category,latitude,longitude,address,link,monday,tuesday,wednesday,thursday,friday,saturday,sunday,date,time
490,Northstar California Resort,Ski resort,39.264658,-120.133187,"5001 Northstar Dr, Truckee, CA 96161",https://www.google.com/maps/place/Northstar+California+Resort/data=!4m2!3m1!1s0x809962691d00f31b:0xf108bd9d35c51642!10m1!1e1,,,,,,,,,
491,REI,Camping store,37.772493,-122.404576,"840 Brannan St, San Francisco, CA 94103",https://www.google.com/maps/place/REI/data=!4m2!3m1!1s0x808f7e2b9ccffecb:0x87fd5b78bb755153!10m1!1e1,,,,,,,,,
492,Last Minute Gear,Outdoor sports store,37.788997,-122.40952,"563 Sutter St, San Francisco, CA 94102",https://www.google.com/maps/place/Last+Minute+Gear/data=!4m2!3m1!1s0x8085808e0332c0c5:0x1f4017cfe73e5322!10m1!1e1,,,,,,,,,
493,Sports Basement Presidio,Sporting goods store,37.802853,-122.459255,"610 Old Mason St, San Francisco, CA 94129",https://www.google.com/maps/place/Sports+Basement+Presidio/data=!4m2!3m1!1s0x808586da1e62c4cf:0x52160243a5eb280e!10m1!1e1,,,,,,,,,
494,REI,Camping store,37.968654,-122.056514,"1975 Diamond Blvd Ste B100, Concord, CA 94520",https://www.google.com/maps/place/REI/data=!4m2!3m1!1s0x808566c5df228be1:0x3879763f816742c0!10m1!1e1,,,,,,,,,
495,Sports Basement Bryant Street,Sporting goods store,37.767168,-122.411057,"1590 Bryant St, San Francisco, CA 94103",https://www.google.com/maps/place/Sports+Basement+Bryant+Street/data=!4m2!3m1!1s0x808586da1e62c4cf:0x275c2e74fbb4bde1!10m1!1e1,,,,,,,,,
496,The North Face Outlet Berkeley,Outdoor clothing and equipment shop,37.879551,-122.303007,"1238 Fifth St, Berkeley, CA 94710",https://www.google.com/maps/place/The+North+Face+Outlet+Berkeley/data=!4m2!3m1!1s0x80857ed3d6e69621:0x60fed9caf773da08!10m1!1e1,,,,,,,,,
497,K Street Flats,Apartment complex,37.867922,-122.269509,"2020 Kittredge St Suite D, Berkeley, CA 94704",https://www.google.com/maps/place/K+Street+Flats/data=!4m2!3m1!1s0x80857e9cf59e03e7:0x97299177160a977e!10m1!1e1,,,,,,,,,
498,Hertz Car Rental - Berkeley - San Pablo Avenue HLE,Car rental agency,37.88466,-122.296689,"1061 San Pablo Ave, Albany, CA 94706",https://www.google.com/maps/place/Hertz+Car+Rental+-+Berkeley+-+San+Pablo+Avenue+HLE/data=!4m2!3m1!1s0x80857fb4311d80d5:0x371d33a7d2b7f596!10m1!1e1,,,,,,,,,
499,Enterprise Rent-A-Car,Car rental agency,37.85509,-122.266174,"3001 Shattuck Ave., Berkeley, CA 94705",https://www.google.com/maps/place/Enterprise+Rent-A-Car/data=!4m2!3m1!1s0x80857e7f9cbd0f5f:0x6c44636f541fba9c!10m1!1e1,,,,,,,,,
500,Avis Car Rental,Car rental agency,37.867869,-122.270108,"2000 Kittredge Street btwn Shattuck Av &, Milvia St, Berkeley, CA 94704",https://www.google.com/maps/place/Avis+Car+Rental/data=!4m2!3m1!1s0x80857e9c7caa13cd:0x38541fe51f06f73d!10m1!1e1,,,,,,,,,
501,Enterprise Rent-A-Car,Car rental agency,37.873094,-122.293792,"1706 San Pablo Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Enterprise+Rent-A-Car/data=!4m2!3m1!1s0x80857ec6a843e8fd:0x7db6f225fadb557c!10m1!1e1,,,,,,,,,
502,Reboot Float & Cryo Spa,Spa,37.84993,-122.25264,"6239 College Ave, Oakland, CA 94618",https://www.google.com/maps/place/Reboot+Float+%26+Cryo+Spa/data=!4m2!3m1!1s0x80857dc51869f63b:0x843d4da14c62628e!10m1!1e1,,,,,,,,,
503,Zen Springs - Boutique Bath House,Day spa,37.803216,-122.276189,"1010 Jefferson St, Oakland, CA 94607",https://www.google.com/maps/place/Zen+Springs+-+Boutique+Bath+House/data=!4m2!3m1!1s0x808f80b09a2d0915:0x16156073a54af2c2!10m1!1e1,,,,,,,,,
504,"Berkeley Heat - Regency Fireplaces, Caldera Spas & Finnleo Saunas",Fireplace store,37.851496,-122.290538,"915 Ashby Ave, Berkeley, CA 94710","https://www.google.com/maps/place/Berkeley+Heat+-+Regency+Fireplaces,+Caldera+Spas+%26+Finnleo+Saunas/data=!4m2!3m1!1s0x80857ef50f365253:0x4a4a27ffd8895a6e!10m1!1e1",,,,,,,,,
505,"Albany Sauna, Massage Therapy, Facials & Hot Tubs",Massage spa,37.889892,-122.300426,"1002 Solano Ave, Albany, CA 94706","https://www.google.com/maps/place/Albany+Sauna,+Massage+Therapy,+Facials+%26+Hot+Tubs/data=!4m2!3m1!1s0x8085792e09471fed:0x9a182e348132a525!10m1!1e1",,,,,,,,,
506,Imm Thai Street Food,Thai restaurant,37.871899,-122.269115,"2068 University Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Imm+Thai+Street+Food/data=!4m2!3m1!1s0x80857e9eec4f1e63:0x5f54d96f0dccdb72!10m1!1e1,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9:30 PM,11 AM–9:30 PM,11 AM–9:30 PM,,
507,Thai Basil,Thai restaurant,37.868327,-122.258081,"2519 Durant Ave F, Berkeley, CA 94704",https://www.google.com/maps/place/Thai+Basil/data=!4m2!3m1!1s0x80857c2f6ae0e2f1:0x6978b6e8a72d58d4!10m1!1e1,,,,,,,,,
508,Rowell Ranch Rodeo,Rodeo,37.69796,-121.981593,"9725 Dublin Canyon Rd, Castro Valley, CA 94552",https://www.google.com/maps/place/Rowell+Ranch+Rodeo/data=!4m2!3m1!1s0x808fecceb4765ca3:0x858e29f41abf1c40!10m1!1e1,,,,,,,,,
509,Cow Palace Arena & Event Center,Arena,37.707719,-122.420373,"2600 Geneva Ave, Daly City, CA 94014",https://www.google.com/maps/place/Cow+Palace+Arena+%26+Event+Center/data=!4m2!3m1!1s0x808f7ec6228972f3:0x22f5255a37a4e548!10m1!1e1,,,,,,,,,
510,Wikiwiki Hawaiian BBQ,Hawaiian restaurant,37.865465,-122.267139,"2417 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Wikiwiki+Hawaiian+BBQ/data=!4m2!3m1!1s0x80857fde2f840ce9:0x86a5e38ba785b6a4!10m1!1e1,,,,,,,,,
511,Brazilian Breads,Fabric product manufacturer,37.878638,-122.420337,,https://www.google.com/maps/place/Brazilian+Breads/data=!4m2!3m1!1s0x808587997107681d:0x8488f2a7bff7614a!10m1!1e1,,,,,,,,,
512,Jack London Square,Marina,37.793899,-122.277063,"472 Water St, Oakland, CA 94607",https://www.google.com/maps/place/Jack+London+Square/data=!4m2!3m1!1s0x808f80c889ed8687:0x91f71d049b75ae5a!10m1!1e1,,,,,,,,,
513,Bay Beauty Spa,Spa,37.908173,-122.306944,"10425 San Pablo Ave, El Cerrito, CA 94530",https://www.google.com/maps/place/Bay+Beauty+Spa/data=!4m2!3m1!1s0x8085791c4411cf63:0xb5bc6be5fd4b72d5!10m1!1e1,,,,,,,,,
514,Nubo Spa,Medical spa,37.900039,-122.287585,"379 Colusa Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Nubo+Spa/data=!4m2!3m1!1s0x808579478f72d43f:0x8911c71c729ec708!10m1!1e1,,,,,,,,,
515,Claremont Club & Spa - A Fairmont Hotel,Hotel,37.859035,-122.242066,"41 Tunnel Rd, Berkeley, CA 94705",https://www.google.com/maps/place/Claremont+Club+%26+Spa+-+A+Fairmont+Hotel/data=!4m2!3m1!1s0x80857db617779651:0x9a05b7489b6618d!10m1!1e1,,,,,,,,,
516,Polished Nail Spa,Nail salon,37.874949,-122.268909,"1792 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Polished+Nail+Spa/data=!4m2!3m1!1s0x80857e9f7ad6c12d:0x560e884f482f57c4!10m1!1e1,,,,,,,,,
517,Piedmont Springs,Day spa,37.82535,-122.254064,"3939 Piedmont Ave, Oakland, CA 94611",https://www.google.com/maps/place/Piedmont+Springs/data=!4m2!3m1!1s0x80857df77fed55f1:0x649f25620a714635!10m1!1e1,,,,,,,,,
518,Versailles Nail Spa,Nail salon,37.856677,-122.25283,"2973 College Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Versailles+Nail+Spa/data=!4m2!3m1!1s0x80857dcdfcd625b9:0x8fdfaa6f3cbe37e1!10m1!1e1,,,,,,,,,
519,Oracle Park,Stadium,37.778595,-122.38927,"24 Willie Mays Plaza, San Francisco, CA 94107",https://www.google.com/maps/place/Oracle+Park/data=!4m2!3m1!1s0x808f7fd770b93dfd:0xce4f29ed1da6117a!10m1!1e1,,,,,,,,,
520,Chase Center,Arena,37.768018,-122.387877,"1 Warriors Way, San Francisco, CA 94158",https://www.google.com/maps/place/Chase+Center/data=!4m2!3m1!1s0x808f7fc67f4400e9:0x7d6793e3d8a141e3!10m1!1e1,,,,,,,,,
521,California Memorial Stadium,Stadium,37.870657,-122.250778,"2227 Piedmont Ave, Berkeley, CA 94720",https://www.google.com/maps/place/California+Memorial+Stadium/data=!4m2!3m1!1s0x80857c3085b6bb71:0x15470208dbfb10ec!10m1!1e1,,,,,,,,,
522,Levi's Stadium,Stadium,37.403316,-121.969377,"4900 Marie P DeBartolo Way, Santa Clara, CA 95054",https://www.google.com/maps/place/Levi's+Stadium/data=!4m2!3m1!1s0x808fc9c827c5f0df:0x11455a372e1f7d18!10m1!1e1,,,,,,,,,
523,Kezar Stadium,Stadium,37.766918,-122.456101,"670 Kezar Dr, San Francisco, CA 94118",https://www.google.com/maps/place/Kezar+Stadium/data=!4m2!3m1!1s0x80858750e814da95:0xbf7eb40373b05a10!10m1!1e1,,,,,,,,,
524,Oakland Arena,Arena,37.750338,-122.203049,"7000 S Coliseum Wy, Oakland, CA 94621",https://www.google.com/maps/place/Oakland+Arena/data=!4m2!3m1!1s0x808f85c378abe8b1:0x6497349cedd00de4!10m1!1e1,,,,,,,,,
525,CSUEB Pioneer Stadium,Athletic field,37.657242,-122.060793,"25800 Carlos Bee Blvd, Hayward, CA 94542",https://www.google.com/maps/place/CSUEB+Pioneer+Stadium/data=!4m2!3m1!1s0x808f938caa2548d5:0x943a35d72d9feca!10m1!1e1,,,,,,,,,
526,Oakland Coliseum,Stadium,37.751414,-122.200911,"7000 S Coliseum Wy, Oakland, CA 94621",https://www.google.com/maps/place/Oakland+Coliseum/data=!4m2!3m1!1s0x808f85c31b8063f1:0x7057c9bec0f06fd5!10m1!1e1,,,,,,,,,
527,Leavey Center,Arena,37.349162,-121.935194,"Leavey Event Center, Santa Clara, CA 95053",https://www.google.com/maps/place/Leavey+Center/data=!4m2!3m1!1s0x808fcba60fefa33d:0xb75bdb7863723c0a!10m1!1e1,,,,,,,,,
528,Candlestick Park,Stadium,37.713201,-122.385162,"490 Jamestown Ave, San Francisco, CA 94124",https://www.google.com/maps/place/Candlestick+Park/data=!4m2!3m1!1s0x808f7fae0740b87b:0x25986740d53bfd78!10m1!1e1,,,,,,,,,
529,Lucky Strike San Francisco,Bowling alley,37.778269,-122.392388,"200 King St, San Francisco, CA 94107",https://www.google.com/maps/place/Lucky+Strike+San+Francisco/data=!4m2!3m1!1s0x808f7fd7a810d5f3:0x1b767e84449c8a2a!10m1!1e1,,,,,,,,,
530,The Olympic Club,Athletic club,37.788076,-122.411051,"524 Post St, San Francisco, CA 94102",https://www.google.com/maps/place/The+Olympic+Club/data=!4m2!3m1!1s0x8085808e6c22ffd1:0x365a6962c6f3eba6!10m1!1e1,,,,,,,,,
531,Bay Club Gateway,Sports club,37.796998,-122.396857,"370 Drumm St, San Francisco, CA 94111",https://www.google.com/maps/place/Bay+Club+Gateway/data=!4m2!3m1!1s0x80858060bf65bd7f:0xc9bf6b0a6387c8d2!10m1!1e1,,,,,,,,,
532,Kilowatt Bar,Bar,37.765058,-122.423255,"3160 16th St, San Francisco, CA 94103",https://www.google.com/maps/place/Kilowatt+Bar/data=!4m2!3m1!1s0x808f7e226d349f95:0xd7d06e5d3d71f3c3!10m1!1e1,,,,,,,,,
533,ZogSports SF,Sports club,37.753327,-122.403731,"2408 24th St, San Francisco, CA 94110",https://www.google.com/maps/place/ZogSports+SF/data=!4m2!3m1!1s0x808580dcb514c607:0x8d9cf16a77d5c7d!10m1!1e1,,,,,,,,,
534,Fifth Arrow,Event venue,37.78764,-122.409824,"430 Mason St, San Francisco, CA 94102",https://www.google.com/maps/place/Fifth+Arrow/data=!4m2!3m1!1s0x8085808ef7bf9ae7:0x51c2ad3bc2b27482!10m1!1e1,,,,,,,,,
535,Emporium Arcade Bar,Bar,37.775336,-122.437656,"616 Divisadero St, San Francisco, CA 94117",https://www.google.com/maps/place/Emporium+Arcade+Bar/data=!4m2!3m1!1s0x808580afc5712069:0xb121a29ebd488b06!10m1!1e1,,,,,,,,,
536,Grace Cathedral,Episcopal church,37.791913,-122.413121,"1100 California St, San Francisco, CA 94108",https://www.google.com/maps/place/Grace+Cathedral/data=!4m2!3m1!1s0x808580929fae6283:0x46d635d00374883!10m1!1e1,,,,,,,,,
537,Golden Gate Park Disc Golf Course,Disc golf course,37.771128,-122.486158,"99 Marx Meadow Dr, San Francisco, CA 94121",https://www.google.com/maps/place/Golden+Gate+Park+Disc+Golf+Course/data=!4m2!3m1!1s0x8085870b58173ddf:0x729286f5c010ccca!10m1!1e1,,,,,,,,,
538,Kezar Pavilion,Arena,37.7675,-122.453889,"755 Stanyan St, San Francisco, CA 94117",https://www.google.com/maps/place/Kezar+Pavilion/data=!4m2!3m1!1s0x808587511f9cfcb7:0x1fbd67ceff935980!10m1!1e1,,,,,,,,,
539,The San Francisco Athletic Club,Sports bar,37.786108,-122.439874,"1750 Divisadero St, San Francisco, CA 94115",https://www.google.com/maps/place/The+San+Francisco+Athletic+Club/data=!4m2!3m1!1s0x808580c994d2426b:0xc79dc7b2bf3bfb59!10m1!1e1,,,,,,,,,
540,Yerba Buena Ice Skating & Bowling Center,Ice skating rink,37.782947,-122.400759,"750 Folsom St, San Francisco, CA 94107",https://www.google.com/maps/place/Yerba+Buena+Ice+Skating+%26+Bowling+Center/data=!4m2!3m1!1s0x8085807dde4d1f4f:0xf04da8683abd0f63!10m1!1e1,,,,,,,,,
541,SFF Soccer - Mission Bay Field,Soccer field,37.770569,-122.393801,"701 Mission Bay Boulevard North, San Francisco, CA 94158",https://www.google.com/maps/place/SFF+Soccer+-+Mission+Bay+Field/data=!4m2!3m1!1s0x808f7fcfd6234367:0xce5f7649f7ae8fb7!10m1!1e1,,,,,,,,,
542,Final Final,Sports bar,37.798543,-122.445823,"2990 Baker St, San Francisco, CA 94123",https://www.google.com/maps/place/Final+Final/data=!4m2!3m1!1s0x808580d4c7a21d4f:0xb2ee66b91c20d28c!10m1!1e1,,,,,,,,,
543,Mission Bowling Club,Bowling alley,37.763927,-122.416716,"3176 17th St, San Francisco, CA 94110",https://www.google.com/maps/place/Mission+Bowling+Club/data=!4m2!3m1!1s0x808f7e24cbe640d7:0x9abe5e55adc19005!10m1!1e1,,,,,,,,,
544,Tilden Regional Park,Park,37.897691,-122.245247,"2501 Grizzly Peak Blvd, Orinda, CA 94563",https://www.google.com/maps/place/Tilden+Regional+Park/data=!4m2!3m1!1s0x80857bf1435f1e95:0x7b3f8c77b7ded63b!10m1!1e1,,,,,,,,,
545,Reinhardt Redwood Regional Park,Park,37.811506,-122.162959,"7867 Redwood Rd, Oakland, CA 94619",https://www.google.com/maps/place/Reinhardt+Redwood+Regional+Park/data=!4m2!3m1!1s0x808f8862d1951541:0xcec649dca80bdc12!10m1!1e1,,,,,,,,,
546,Aquatic Park,Park,37.859681,-122.298756,"80 Bolivar Dr, Berkeley, CA 94710",https://www.google.com/maps/place/Aquatic+Park/data=!4m2!3m1!1s0x80857eeff3f8c189:0x1b38b9d941ebe723!10m1!1e1,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,,
547,AxeVentures Axe Throwing Berkeley,Adventure sports center,37.863705,-122.258964,"2566 Telegraph Ave STE D, Berkeley, CA 94704",https://www.google.com/maps/place/AxeVentures+Axe+Throwing+Berkeley/data=!4m2!3m1!1s0x80857d84d3be995b:0xc56b4ee024233c20!10m1!1e1,1–9:45 PM,1–9:45 PM,12–10:15 PM,12–10:15 PM,10:30 AM–10:15 PM,10:30 AM–10:15 PM,10:30 AM–8:45 PM,,
548,Arizona Garden,Garden,37.435893,-122.171028,"Stanford, CA 94305",https://www.google.com/maps/place/Arizona+Garden/data=!4m2!3m1!1s0x808fbb2d99cfc089:0x481611f0862356a3!10m1!1e1,,,,,,,,,
549,Palo Alto Junior Museum and Zoo,Children's museum,37.443706,-122.144701,"1451 Middlefield Rd, Palo Alto, CA 94301",https://www.google.com/maps/place/Palo+Alto+Junior+Museum+and+Zoo/data=!4m2!3m1!1s0x808fbb1a4789d3e7:0x9898b06910af94c7!10m1!1e1,,,,,,,,,
550,Baylands Nature Preserve,Nature preserve,37.457745,-122.106538,"Palo Alto, CA 94303",https://www.google.com/maps/place/Baylands+Nature+Preserve/data=!4m2!3m1!1s0x808fba479eee10bf:0x25224ba81c6e1739!10m1!1e1,,,,,,,,,
551,Pearson-Arastradero Preserve,Nature preserve,37.387123,-122.173837,"1530 Arastradero Rd, Palo Alto, CA 94304",https://www.google.com/maps/place/Pearson-Arastradero+Preserve/data=!4m2!3m1!1s0x808faffbbcd40a8b:0xedac59c4186af7b6!10m1!1e1,,,,,,,,,
552,Rodin Sculpture Garden,Sculpture museum,37.432297,-122.170856,"Palo Alto, CA 94304",https://www.google.com/maps/place/Rodin+Sculpture+Garden/data=!4m2!3m1!1s0x808fbb2c770584ef:0x598e38cb7c2bf4c9!10m1!1e1,,,,,,,,,
553,Rinconada Cultural Park,Park,37.443745,-122.141329,"777 Embarcadero Rd, Palo Alto, CA 94303",https://www.google.com/maps/place/Rinconada+Cultural+Park/data=!4m2!3m1!1s0x808fbb1ae0a2542f:0x48f65d7ac19b9c82!10m1!1e1,,,,,,,,,
554,Elizabeth F. Gamble Garden,Garden,37.440012,-122.148225,"1431 Waverley St, Palo Alto, CA 94301",https://www.google.com/maps/place/Elizabeth+F.+Gamble+Garden/data=!4m2!3m1!1s0x808fbb193cbf22d3:0x9068584fe48c676d!10m1!1e1,,,,,,,,,
555,Byxbee Park,Park,37.448056,-122.106254,"2375 Embarcadero Rd, Palo Alto, CA 94303",https://www.google.com/maps/place/Byxbee+Park/data=!4m2!3m1!1s0x808fbbc79d94569d:0x50a91c96721a36f6!10m1!1e1,,,,,,,,,
556,Ravenswood Open Space Preserve,Nature preserve,37.481768,-122.125411,"Bay Rd, East Palo Alto, CA 94303",https://www.google.com/maps/place/Ravenswood+Open+Space+Preserve/data=!4m2!3m1!1s0x808fbc7fa90c139f:0xbb288a5216dea11b!10m1!1e1,,,,,,,,,
557,Magical Bridge Playground,Playground,37.420297,-122.113376,"3700 Middlefield Rd, Palo Alto, CA 94306",https://www.google.com/maps/place/Magical+Bridge+Playground/data=!4m2!3m1!1s0x808fba6eb4f6a7b3:0x2789173f36205bf6!10m1!1e1,,,,,,,,,
558,Palo Alto Art Center,Art center,37.444142,-122.139513,"1313 Newell Rd, Palo Alto, CA 94306",https://www.google.com/maps/place/Palo+Alto+Art+Center/data=!4m2!3m1!1s0x808fbb0525de59db:0xecca129df7cb2394!10m1!1e1,,,,,,,,,
559,Cantor Arts Center at Stanford University,Museum,37.432967,-122.170527,"328 Lomita Dr, Stanford, CA 94305",https://www.google.com/maps/place/Cantor+Arts+Center+at+Stanford+University/data=!4m2!3m1!1s0x808fbb2c6da4f739:0x1c304ccfdefb7396!10m1!1e1,,,,,,,,,
560,Cornelis Bol Park,Park,37.410038,-122.138797,"3590 Laguna Ave, Palo Alto, CA 94306",https://www.google.com/maps/place/Cornelis+Bol+Park/data=!4m2!3m1!1s0x808fba8fb6ff1e7f:0xb9b253d794bab11d!10m1!1e1,,,,,,,,,
561,Mitchell Park,Park,37.421475,-122.114825,"600 E Meadow Dr, Palo Alto, CA 94303",https://www.google.com/maps/place/Mitchell+Park/data=!4m2!3m1!1s0x808fba6921b920f1:0x52c119c82dd5f269!10m1!1e1,,,,,,,,,
562,Lucy Evans Baylands Nature Interpretive Center,Visitor center,37.459622,-122.106356,"2775 Embarcadero Rd, Palo Alto, CA 94303",https://www.google.com/maps/place/Lucy+Evans+Baylands+Nature+Interpretive+Center/data=!4m2!3m1!1s0x808fbbc77a1f30fb:0x9a32ecdbb7f087c4!10m1!1e1,,,,,,,,,
563,The Foster Museum,Art museum,37.423588,-122.099679,"940 Commercial St, Palo Alto, CA 94303",https://www.google.com/maps/place/The+Foster+Museum/data=!4m2!3m1!1s0x808fba116bd40ddd:0xd4d6e71824dd115f!10m1!1e1,,,,,,,,,
564,Redwood Grove Nature Preserve,Nature preserve,37.374149,-122.119374,"482 University Ave, Los Altos, CA 94022",https://www.google.com/maps/place/Redwood+Grove+Nature+Preserve/data=!4m2!3m1!1s0x808fb0fae84deac1:0x75c2a1add8a4fe23!10m1!1e1,,,,,,,,,
565,Shoup Park,Park,37.375662,-122.119321,"400 University Ave, Los Altos, CA 94022",https://www.google.com/maps/place/Shoup+Park/data=!4m2!3m1!1s0x80997d1a9738e287:0xd85fe99a66dae03f!10m1!1e1,,,,,,,,,
566,Papua New Guinea Sculpture Garden,Sculpture museum,37.424829,-122.173672,"476 Lomita Dr, Stanford, CA 94305",https://www.google.com/maps/place/Papua+New+Guinea+Sculpture+Garden/data=!4m2!3m1!1s0x808fbad53b3869dd:0x8db9d46a8afb04f9!10m1!1e1,,,,,,,,,
567,The Museum of American Heritage,Museum,37.444527,-122.157476,"351 Homer Ave, Palo Alto, CA 94301",https://www.google.com/maps/place/The+Museum+of+American+Heritage/data=!4m2!3m1!1s0x808fbb3c750e2e73:0x4756a263f9628e79!10m1!1e1,,,,,,,,,
568,Hoover Tower,Tourist attraction,37.427608,-122.166975,"550 Jane Stanford Way, Stanford, CA 94305",https://www.google.com/maps/place/Hoover+Tower/data=!4m2!3m1!1s0x808fbb2b199b4dff:0xde1bb8ee04c94005!10m1!1e1,,,,,,,,,
569,Eleanor Pardee Park,Park,37.449476,-122.142158,"851 Center Dr, Palo Alto, CA 94301",https://www.google.com/maps/place/Eleanor+Pardee+Park/data=!4m2!3m1!1s0x808fbb118c036291:0x88e124f2d29802e8!10m1!1e1,,,,,,,,,
570,Flow State Chiropractic + Wellness,Chiropractor,37.856713,-122.257034,"2459 Ashby Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Flow+State+Chiropractic+%2B+Wellness/data=!4m2!3m1!1s0x80857dd3b47ec30b:0xae79fa6bca29e0c6!10m1!1e1,,,,,,,,,
571,Onsight Chiropractic & Massage,Chiropractor,37.87399,-122.301005,"1530A Fifth St, Berkeley, CA 94710",https://www.google.com/maps/place/Onsight+Chiropractic+%26+Massage/data=!4m2!3m1!1s0x80857eda9527ba2b:0x38ee29e4a86cf8b7!10m1!1e1,,,,,,,,,
572,Winchester Mystery House,Historical place museum,37.318332,-121.951049,"525 S Winchester Blvd, San Jose, CA 95128",https://www.google.com/maps/place/Winchester+Mystery+House/data=!4m2!3m1!1s0x808fcade58763a8f:0x644ba6010465ef66!10m1!1e1,,,,,,,,,
573,Plaza de Cesar Chavez,Park,37.332486,-121.889842,"1 Paseo de San Antonio, San Jose, CA 95113",https://www.google.com/maps/place/Plaza+de+Cesar+Chavez/data=!4m2!3m1!1s0x808fccbb27943791:0xe788ba104db19c5d!10m1!1e1,,,,,,,,,
574,Alum Rock Park,Park,37.395408,-121.825311,"15350 Penitencia Creek Rd, San Jose, CA 95127",https://www.google.com/maps/place/Alum+Rock+Park/data=!4m2!3m1!1s0x808fccbb2a209af9:0xcf6bf590fb0bb32a!10m1!1e1,,,,,,,,,
575,Happy Hollow Park & Zoo,Zoo,37.326096,-121.859846,"748 Story Rd, San Jose, CA 95112",https://www.google.com/maps/place/Happy+Hollow+Park+%26+Zoo/data=!4m2!3m1!1s0x808e332c1367abdf:0x45e46ed9f52f2e85!10m1!1e1,,,,,,,,,
576,Japanese Friendship Garden,Garden,37.321859,-121.859919,"1300 Senter Rd, San Jose, CA 95112",https://www.google.com/maps/place/Japanese+Friendship+Garden/data=!4m2!3m1!1s0x808e332c3c96029f:0x9963851067f38f63!10m1!1e1,,,,,,,,,
577,Municipal Rose Garden,Garden,37.331881,-121.928612,"1649 Naglee Ave, San Jose, CA 95126",https://www.google.com/maps/place/Municipal+Rose+Garden/data=!4m2!3m1!1s0x808fcb146d96926f:0xff35e99b970126d6!10m1!1e1,,,,,,,,,
578,Kelley Park,Park,37.325395,-121.8588,"1300 Senter Rd, San Jose, CA 95112",https://www.google.com/maps/place/Kelley+Park/data=!4m2!3m1!1s0x808e332c3c96029f:0xe92e99e53a338299!10m1!1e1,,,,,,,,,
579,San Jose Museum of Art,Art museum,37.333726,-121.889924,"110 S Market St, San Jose, CA 95113",https://www.google.com/maps/place/San+Jose+Museum+of+Art/data=!4m2!3m1!1s0x808fccbb4e751f57:0x7bb970c4219e6acd!10m1!1e1,,,,,,,,,
580,Almaden Quicksilver County Park,Park,37.188944,-121.857936,"21785 Almaden Rd, San Jose, CA 95120",https://www.google.com/maps/place/Almaden+Quicksilver+County+Park/data=!4m2!3m1!1s0x808e3089ad278513:0xd79952c4e8359a86!10m1!1e1,,,,,,,,,
581,Rosicrucian Egyptian Museum,Museum,37.333486,-121.922884,"1660 Park Ave, San Jose, CA 95191",https://www.google.com/maps/place/Rosicrucian+Egyptian+Museum/data=!4m2!3m1!1s0x808fcb6b68eb46d5:0x813b70ab82510592!10m1!1e1,,,,,,,,,
